#begin_instance_info
family	antwerp
ID	8_training
level_of_number_of_sensors	low
level_for_selecting_services	low
fog_to_fog_network_connection_density_level	low
fog_to_cloud_network_connection_density_level	low
sensors	20
fog_nodes	10
cloud_nodes	3
services	3
#end_instance_info
#begin_sensors
0	51.278270992572494	4.395047542462012	camera	air
1	51.26293885111057	4.364752886056399	waste	camera
2	51.280112099210506	4.386534945982402	air
3	51.26795432521721	4.395641809809435	waste	waste
4	51.211469011069006	4.39688217792222	air	waste
5	51.22310708755717	4.401219047557031	air
6	51.21074240725823	4.398588056511994	camera
7	51.22008794119545	4.40734409683518	waste
8	51.20237117271568	4.414387013186348	waste
9	51.20446032889098	4.413952722184722	camera	waste
10	51.21089180225718	4.417006460694297	waste
11	51.21580266555918	4.423956725192727	waste	waste
12	51.187158890345565	4.455655945732261	air
13	51.20516793794012	4.470300771953147	camera
14	51.19114753904851	4.46189121409095	air
15	51.179728785016366	4.44348456510254	air	air
16	51.182971295734326	4.406138903332536	camera	camera
17	51.18027391354118	4.406945171855558	camera
18	51.17748833106565	4.403003691829412	camera
19	51.17555832222542	4.411767415345525	camera
#end_sensors
#begin_fog
0	51.274926330268364	4.391089918883687	16	256	1.4094	HX-CPU-I4314
1	51.2548994323142	4.372427140966262	16	256	1.4094	HX-CPU-I4314
2	51.22211498524246	4.3999122082969615	8	256	1.0962	HX-CPU-I4309Y
3	51.208071394773086	4.390825459795607	16	256	1.4094	HX-CPU-I4314
4	51.21414836742791	4.4216402949950115	16	256	1.4094	HX-CPU-I4314
5	51.20989673441568	4.41844215773798	16	256	1.4094	HX-CPU-I4314
6	51.197838731041344	4.469543467640429	16	256	1.4094	HX-CPU-I4314
7	51.208259557126915	4.453836487264146	16	256	1.4094	HX-CPU-I4314
8	51.17988925985041	4.407351846552885	8	256	1.0962	HX-CPU-I4309Y
9	51.18288785461351	4.393149844850862	8	256	1.0962	HX-CPU-I4309Y
10
0	0	1	2	0.064	3039.172672386807
1	2	3	3	0.046	1856.099659498853
2	4	5	1	0.064	590.4555468839287
3	6	7	2	0.078	2094.0271424446005
4	8	9	3	0.078	1613.8038627061142
5	2	7	2	0.078	6189.730290776806
6	0	8	1	0.046	10690.542367197744
7	0	9	3	0.064	10206.72713726552
8	4	9	3	0.078	4695.47401350547
9	5	6	3	0.064	5837.327376999164
#end_fog
#begin_reach_fog_nodes
0	0	0	0.01	0.046	575.4690797431435
1	1	1	0.01	0.0092	1233.9702924471123
2	2	0	0.01	0.0092	766.2169412509076
3	3	0	0.01	0.0092	923.9443553053262
4	3	1	0.01	0.0092	2959.446670951477
5	4	2	0.01	0.0092	1227.4391707724694
6	4	3	0.01	0.0092	771.662954187095
7	4	4	0.01	0.046	2768.9565849920023
8	4	5	0.01	0.0092	2403.6891397200116
9	5	2	0.01	0.0092	182.2478117642688
10	5	3	0.01	0.0092	2028.4176764190881
11	5	4	0.01	0.0092	2478.452783667887
12	5	5	0.01	0.0092	2410.949145232577
13	6	2	0.01	0.046	1269.4152433422748
14	6	3	0.01	0.046	912.5461155277694
15	6	4	0.01	0.0092	2590.955539405861
16	6	5	0.01	0.046	2209.6652702022766
17	7	2	0.01	0.0092	856.4005626660625
18	7	3	0.01	0.046	2269.0664991197877
19	7	4	0.01	0.0092	1720.652327089356
20	7	5	0.01	0.046	1673.152119831176
21	8	2	0.01	0.0092	2716.9730361806437
22	8	3	0.01	0.046	2695.067426439721
23	8	4	0.01	0.046	1534.688803498675
24	8	5	0.01	0.046	948.3724751332757
25	8	8	0.01	0.0092	2612.3481724989083
26	9	2	0.01	0.0092	2503.6954879063446
27	9	3	0.01	0.046	2602.6103843477176
28	9	4	0.01	0.0092	1372.705609558817
29	9	5	0.01	0.0092	782.5966864669264
30	9	8	0.01	0.0092	2821.2375302978257
31	10	2	0.01	0.046	2271.832569899057
32	10	3	0.01	0.046	2927.9391579213234
33	10	4	0.01	0.046	629.1576425165716
34	10	5	0.01	0.046	194.05063604221831
35	11	2	0.01	0.0092	2763.699243292837
36	11	4	0.01	0.046	316.1981063266815
37	11	5	0.01	0.046	897.0557281603678
38	12	6	0.01	0.046	1945.8531802710966
39	12	7	0.01	0.0092	2347.931615264098
40	13	6	0.01	0.0092	816.8439095334015
41	13	7	0.01	0.046	1862.5496311248546
42	14	6	0.01	0.046	1128.8207544009197
43	14	7	0.01	0.0092	2097.817643839165
44	16	8	0.01	0.046	367.34900040328
45	16	9	0.01	0.046	1444.347030831702
46	17	8	0.01	0.0092	62.156779387082175
47	17	9	0.01	0.046	1561.1051661136999
48	18	8	0.01	0.046	551.9223809961732
49	18	9	0.01	0.0092	1248.5645741359597
50	19	8	0.01	0.0092	686.7435841702858
51	19	9	0.01	0.0092	2223.9525317990865
#end_reach_fog_nodes
#begin_cloud
0	48.92744292889152	2.353369482741328	48.0	192.0	2.94	m5d.12xlarge
1	48.92744292889152	2.353369482741328	96.0	384.0	8.5	g4dn.metal
2	48.92744292889152	2.353369482741328	192.0	768.0	10.49	m7i.48xlarge
5
0	3	2	50	0.083	339717.2129822976
1	6	0	50	0.083	344776.79843503516
2	6	1	50	0.083	344776.79843503516
3	7	1	50	0.083	344438.0382307622
4	8	0	50	0.083	338627.69822344487
#end_cloud
#begin_service
waste	0.2125	0.375	296	50	0.01
camera	0.35	0.475	12000	10	0.01
air	0.25	0.3125	744	100	0.01
#end_service
#begin_requests
	##time_instant_1
		2	0	air	100
		17	0	camera	10
		14	0	air	100
		4	0	air	100
	##time_instant_2
		19	0	camera	10
	##time_instant_3
		12	0	air	100
		7	0	waste	50
		9	1	waste	50
		9	0	camera	10
		4	0	air	100
		1	0	waste	50
		1	1	camera	10
		17	0	camera	10
		16	0	camera	10
	##time_instant_4
		8	0	waste	50
		18	0	camera	10
		12	0	air	100
		10	0	waste	50
		1	0	waste	50
	##time_instant_5
		16	1	camera	10
		12	0	air	100
	##time_instant_6
		18	0	camera	10
		19	0	camera	10
		8	0	waste	50
		17	0	camera	10
	##time_instant_7
		19	0	camera	10
		0	1	air	100
		9	0	camera	10
	##time_instant_8
		14	0	air	100
	##time_instant_9
		16	1	camera	10
	##time_instant_10
		7	0	waste	50
		1	0	waste	50
	##time_instant_11
		1	0	waste	50
		10	0	waste	50
	##time_instant_12
		19	0	camera	10
		18	0	camera	10
		4	0	air	100
	##time_instant_13
		0	0	camera	10
		0	1	air	100
		15	1	air	100
		14	0	air	100
		17	0	camera	10
	##time_instant_14
		3	1	waste	50
		2	0	air	100
		6	0	camera	10
		11	0	waste	50
		15	1	air	100
		5	0	air	100
		8	0	waste	50
	##time_instant_15
		2	0	air	100
		11	1	waste	50
		11	0	waste	50
		10	0	waste	50
		15	1	air	100
	##time_instant_16
		14	0	air	100
	##time_instant_17
		5	0	air	100
		1	1	camera	10
		1	0	waste	50
		16	0	camera	10
		10	0	waste	50
		11	0	waste	50
	##time_instant_18
		18	0	camera	10
		3	1	waste	50
		9	1	waste	50
		1	1	camera	10
		19	0	camera	10
	##time_instant_19
		6	0	camera	10
		9	1	waste	50
		5	0	air	100
		16	0	camera	10
	##time_instant_20
		12	0	air	100
	##time_instant_21
		6	0	camera	10
		12	0	air	100
	##time_instant_22
		15	0	air	100
		15	1	air	100
	##time_instant_23
		10	0	waste	50
		9	0	camera	10
		13	0	camera	10
		11	1	waste	50
	##time_instant_24
		2	0	air	100
		17	0	camera	10
		0	1	air	100
		4	0	air	100
	##time_instant_25
		9	1	waste	50
		1	0	waste	50
		8	0	waste	50
		7	0	waste	50
		19	0	camera	10
	##time_instant_26
		12	0	air	100
		14	0	air	100
		3	0	waste	50
		3	1	waste	50
	##time_instant_27
		9	1	waste	50
		9	0	camera	10
		4	0	air	100
		1	0	waste	50
	##time_instant_28
		18	0	camera	10
		15	1	air	100
		12	0	air	100
	##time_instant_29
		1	1	camera	10
		1	0	waste	50
		3	1	waste	50
		4	0	air	100
		18	0	camera	10
		5	0	air	100
		11	1	waste	50
	##time_instant_30
		16	0	camera	10
		1	0	waste	50
		17	0	camera	10
	##time_instant_31
		18	0	camera	10
		2	0	air	100
		0	1	air	100
		14	0	air	100
		12	0	air	100
		1	1	camera	10
	##time_instant_32
		0	1	air	100
		5	0	air	100
	##time_instant_33
		13	0	camera	10
		2	0	air	100
		17	0	camera	10
	##time_instant_34
		3	0	waste	50
		1	1	camera	10
		1	0	waste	50
		7	0	waste	50
		15	1	air	100
		15	0	air	100
		9	0	camera	10
	##time_instant_35
		5	0	air	100
		18	0	camera	10
		3	0	waste	50
		14	0	air	100
		12	0	air	100
	##time_instant_36
		19	0	camera	10
		5	0	air	100
		0	0	camera	10
		0	1	air	100
		8	0	waste	50
	##time_instant_37
		14	0	air	100
		0	0	camera	10
	##time_instant_38
		9	1	waste	50
		5	0	air	100
		16	0	camera	10
		16	1	camera	10
	##time_instant_39
		19	0	camera	10
		10	0	waste	50
		15	1	air	100
		15	0	air	100
	##time_instant_40
		11	1	waste	50
		12	0	air	100
		7	0	waste	50
		17	0	camera	10
		8	0	waste	50
		1	1	camera	10
		1	0	waste	50
	##time_instant_41
		3	1	waste	50
		14	0	air	100
		5	0	air	100
		6	0	camera	10
		13	0	camera	10
		11	1	waste	50
		11	0	waste	50
	##time_instant_42
		7	0	waste	50
		17	0	camera	10
		8	0	waste	50
	##time_instant_43
		19	0	camera	10
		2	0	air	100
	##time_instant_44
		19	0	camera	10
		1	1	camera	10
		1	0	waste	50
		17	0	camera	10
		12	0	air	100
	##time_instant_45
		12	0	air	100
		16	1	camera	10
		16	0	camera	10
	##time_instant_46
		16	0	camera	10
		11	0	waste	50
		12	0	air	100
	##time_instant_47
		6	0	camera	10
		7	0	waste	50
		0	1	air	100
		0	0	camera	10
		16	0	camera	10
		16	1	camera	10
	##time_instant_48
		10	0	waste	50
		17	0	camera	10
		6	0	camera	10
		4	0	air	100
		11	1	waste	50
		11	0	waste	50
		13	0	camera	10
		16	0	camera	10
		9	0	camera	10
	##time_instant_49
		7	0	waste	50
		17	0	camera	10
		9	0	camera	10
		9	1	waste	50
		1	0	waste	50
		1	1	camera	10
		15	0	air	100
		6	0	camera	10
	##time_instant_50
		3	1	waste	50
		1	1	camera	10
		1	0	waste	50
		16	1	camera	10
		16	0	camera	10
		7	0	waste	50
		11	0	waste	50
		15	1	air	100
		15	0	air	100
		0	1	air	100
		18	0	camera	10
		13	0	camera	10
		12	0	air	100
	##time_instant_51
		12	0	air	100
		5	0	air	100
	##time_instant_52
		17	0	camera	10
		0	1	air	100
		0	0	camera	10
	##time_instant_53
		3	0	waste	50
		12	0	air	100
	##time_instant_54
		8	0	waste	50
		11	0	waste	50
		11	1	waste	50
		15	0	air	100
		15	1	air	100
	##time_instant_55
		10	0	waste	50
		18	0	camera	10
		7	0	waste	50
		16	0	camera	10
		16	1	camera	10
		6	0	camera	10
	##time_instant_56
		4	0	air	100
		4	1	waste	50
		18	0	camera	10
		6	0	camera	10
	##time_instant_57
		18	0	camera	10
		14	0	air	100
		7	0	waste	50
	##time_instant_58
		5	0	air	100
		17	0	camera	10
		10	0	waste	50
		12	0	air	100
		6	0	camera	10
		19	0	camera	10
		0	0	camera	10
		0	1	air	100
	##time_instant_59
		9	1	waste	50
		9	0	camera	10
		10	0	waste	50
		1	1	camera	10
		1	0	waste	50
		14	0	air	100
		12	0	air	100
		16	1	camera	10
		4	1	waste	50
		19	0	camera	10
		3	0	waste	50
		3	1	waste	50
	##time_instant_60
		14	0	air	100
		11	1	waste	50
		1	0	waste	50
		19	0	camera	10
		10	0	waste	50
		18	0	camera	10
		17	0	camera	10
		7	0	waste	50
		13	0	camera	10
		4	1	waste	50
		4	0	air	100
	##time_instant_61
		17	0	camera	10
	##time_instant_62
		8	0	waste	50
		3	1	waste	50
		15	0	air	100
		17	0	camera	10
		1	1	camera	10
		1	0	waste	50
		19	0	camera	10
		13	0	camera	10
		10	0	waste	50
	##time_instant_63
		7	0	waste	50
		10	0	waste	50
		19	0	camera	10
	##time_instant_64
		3	1	waste	50
		9	1	waste	50
		14	0	air	100
		16	0	camera	10
		5	0	air	100
	##time_instant_65
		16	0	camera	10
		3	0	waste	50
		3	1	waste	50
		14	0	air	100
		7	0	waste	50
	##time_instant_66
		7	0	waste	50
	##time_instant_67
		2	0	air	100
		1	1	camera	10
		13	0	camera	10
		0	1	air	100
		0	0	camera	10
		4	1	waste	50
		4	0	air	100
	##time_instant_68
		3	1	waste	50
		14	0	air	100
		5	0	air	100
		2	0	air	100
		10	0	waste	50
		12	0	air	100
	##time_instant_69
		7	0	waste	50
		2	0	air	100
		1	1	camera	10
		1	0	waste	50
	##time_instant_70
		8	0	waste	50
		7	0	waste	50
		0	0	camera	10
	##time_instant_71
		9	1	waste	50
		12	0	air	100
		5	0	air	100
	##time_instant_72
		7	0	waste	50
		4	1	waste	50
		4	0	air	100
		15	1	air	100
		15	0	air	100
		17	0	camera	10
	##time_instant_73
		6	0	camera	10
		10	0	waste	50
		8	0	waste	50
		4	1	waste	50
	##time_instant_74
		16	0	camera	10
		16	1	camera	10
		9	1	waste	50
		9	0	camera	10
		6	0	camera	10
		17	0	camera	10
		7	0	waste	50
		3	0	waste	50
		4	0	air	100
	##time_instant_75
		2	0	air	100
		9	1	waste	50
		19	0	camera	10
		0	0	camera	10
		5	0	air	100
		12	0	air	100
		18	0	camera	10
		7	0	waste	50
		17	0	camera	10
		16	0	camera	10
		11	0	waste	50
	##time_instant_76
		10	0	waste	50
		9	0	camera	10
		9	1	waste	50
		4	0	air	100
		4	1	waste	50
	##time_instant_77
		11	1	waste	50
		11	0	waste	50
	##time_instant_78
		0	1	air	100
		10	0	waste	50
		14	0	air	100
		4	1	waste	50
		11	1	waste	50
		9	1	waste	50
		9	0	camera	10
		1	1	camera	10
		1	0	waste	50
		8	0	waste	50
		2	0	air	100
	##time_instant_79
		8	0	waste	50
		5	0	air	100
		15	0	air	100
		15	1	air	100
	##time_instant_80
		19	0	camera	10
		15	1	air	100
		13	0	camera	10
	##time_instant_81
		7	0	waste	50
		2	0	air	100
		13	0	camera	10
		11	1	waste	50
		11	0	waste	50
	##time_instant_82
		11	0	waste	50
		11	1	waste	50
		3	0	waste	50
	##time_instant_83
		14	0	air	100
		18	0	camera	10
		16	0	camera	10
		15	0	air	100
	##time_instant_84
		5	0	air	100
	##time_instant_85
		7	0	waste	50
		18	0	camera	10
		4	1	waste	50
		13	0	camera	10
		10	0	waste	50
		1	0	waste	50
		1	1	camera	10
	##time_instant_86
		12	0	air	100
		18	0	camera	10
		9	1	waste	50
		3	1	waste	50
	##time_instant_87
		6	0	camera	10
		16	1	camera	10
		1	0	waste	50
	##time_instant_88
		7	0	waste	50
		4	1	waste	50
	##time_instant_89
		5	0	air	100
		17	0	camera	10
		19	0	camera	10
		6	0	camera	10
		15	1	air	100
		15	0	air	100
		8	0	waste	50
		0	0	camera	10
	##time_instant_90
		14	0	air	100
		5	0	air	100
		9	1	waste	50
	##time_instant_91
		8	0	waste	50
		12	0	air	100
		3	0	waste	50
		1	0	waste	50
		9	0	camera	10
		17	0	camera	10
	##time_instant_92
		11	1	waste	50
		3	0	waste	50
	##time_instant_93
		0	0	camera	10
		8	0	waste	50
		7	0	waste	50
		18	0	camera	10
		6	0	camera	10
	##time_instant_94
		4	0	air	100
		4	1	waste	50
	##time_instant_95
		5	0	air	100
		6	0	camera	10
		16	0	camera	10
		16	1	camera	10
	##time_instant_96
		4	0	air	100
		4	1	waste	50
		3	0	waste	50
	##time_instant_97
		13	0	camera	10
		9	0	camera	10
		9	1	waste	50
	##time_instant_98
		5	0	air	100
		17	0	camera	10
		0	0	camera	10
		0	1	air	100
		16	1	camera	10
		4	0	air	100
		9	0	camera	10
		9	1	waste	50
		15	1	air	100
	##time_instant_99
		5	0	air	100
		4	1	waste	50
		10	0	waste	50
		2	0	air	100
		17	0	camera	10
	##time_instant_100
		0	0	camera	10
		5	0	air	100
		7	0	waste	50
		2	0	air	100
		14	0	air	100
		6	0	camera	10
		12	0	air	100
	##time_instant_101
		12	0	air	100
		10	0	waste	50
		8	0	waste	50
		11	0	waste	50
		11	1	waste	50
	##time_instant_102
		10	0	waste	50
		0	1	air	100
		0	0	camera	10
		4	1	waste	50
		5	0	air	100
		17	0	camera	10
		3	0	waste	50
		3	1	waste	50
		6	0	camera	10
	##time_instant_103
		10	0	waste	50
		13	0	camera	10
		4	1	waste	50
		3	0	waste	50
		3	1	waste	50
	##time_instant_104
		2	0	air	100
		4	0	air	100
	##time_instant_105
		16	1	camera	10
		13	0	camera	10
		1	0	waste	50
	##time_instant_106
		0	0	camera	10
		6	0	camera	10
		4	0	air	100
	##time_instant_107
		17	0	camera	10
		7	0	waste	50
		13	0	camera	10
		19	0	camera	10
		8	0	waste	50
	##time_instant_108
		14	0	air	100
		15	1	air	100
	##time_instant_109
		12	0	air	100
		6	0	camera	10
	##time_instant_110
		13	0	camera	10
		16	0	camera	10
		18	0	camera	10
		5	0	air	100
	##time_instant_111
		15	0	air	100
		15	1	air	100
		3	1	waste	50
		19	0	camera	10
	##time_instant_112
		14	0	air	100
		11	0	waste	50
		10	0	waste	50
		8	0	waste	50
	##time_instant_113
		17	0	camera	10
	##time_instant_114
		12	0	air	100
		5	0	air	100
		9	0	camera	10
		9	1	waste	50
		8	0	waste	50
		17	0	camera	10
		0	1	air	100
		19	0	camera	10
		11	1	waste	50
		11	0	waste	50
	##time_instant_115
		12	0	air	100
		13	0	camera	10
		11	0	waste	50
	##time_instant_116
		11	1	waste	50
		14	0	air	100
		16	0	camera	10
		16	1	camera	10
	##time_instant_117
		5	0	air	100
		9	0	camera	10
		3	1	waste	50
		3	0	waste	50
	##time_instant_118
		18	0	camera	10
	##time_instant_119
		18	0	camera	10
		16	0	camera	10
		7	0	waste	50
	##time_instant_120
		7	0	waste	50
		12	0	air	100
	##time_instant_121
		14	0	air	100
	##time_instant_122
		17	0	camera	10
	##time_instant_123
		18	0	camera	10
		1	1	camera	10
		1	0	waste	50
		3	1	waste	50
		3	0	waste	50
		17	0	camera	10
		8	0	waste	50
		2	0	air	100
	##time_instant_124
